Year,Period,State,ANSI,Affected by,% of Impact,state_code
2020,JAN THRU MAR,South Carolina,45,Covid,29.3,SC
2020,APR THRU JUN,South Carolina,45,Tuberculosis,0.7,SC
2020,APR THRU JUN,South Carolina,45,Other,10,SC
2020,APR THRU JUN,South Carolina,45,Malaria,1.6,SC
2020,APR THRU JUN,South Carolina,45,Viral fever,3.5,SC
2020,APR THRU JUN,South Carolina,45,Unknown,3,SC
2020,APR THRU JUN,South Carolina,45,Covid,14.2,SC
2020,JUL THRU SEP,South Carolina,45,Tuberculosis,0.7,SC
2020,JUL THRU SEP,South Carolina,45,Other,7.6,SC
2020,JUL THRU SEP,South Carolina,45,Malaria,32.4,SC
2020,JUL THRU SEP,South Carolina,45,Viral fever,53.4,SC
2020,JUL THRU SEP,South Carolina,45,Unknown,0.9,SC
2020,JUL THRU SEP,South Carolina,45,Covid,76.8,SC
2020,OCT THRU DEC,South Carolina,45,Tuberculosis,0.3,SC
2020,OCT THRU DEC,South Carolina,45,Other,1.3,SC
2020,OCT THRU DEC,South Carolina,45,Malaria,1.4,SC
2020,OCT THRU DEC,South Carolina,45,Viral fever,16.1,SC
2020,OCT THRU DEC,South Carolina,45,Unknown,5.5,SC
2020,OCT THRU DEC,South Carolina,45,Covid,32.2,SC
2019,JAN THRU MAR,South Carolina,45,Tuberculosis,0.4,SC
2019,JAN THRU MAR,South Carolina,45,Other,2.7,SC
2019,JAN THRU MAR,South Carolina,45,Malaria,1.1,SC
2019,JAN THRU MAR,South Carolina,45,Viral fever,5.3,SC
2019,JAN THRU MAR,South Carolina,45,Unknown,1.8,SC
2019,JAN THRU MAR,South Carolina,45,Covid,12.6,SC
2019,APR THRU JUN,South Carolina,45,Tuberculosis,15.1,SC
2019,APR THRU JUN,South Carolina,45,Other,4.1,SC
2019,APR THRU JUN,South Carolina,45,Malaria,18.5,SC
2019,APR THRU JUN,South Carolina,45,Viral fever,21.7,SC
2019,APR THRU JUN,South Carolina,45,Unknown,0.4,SC
2019,APR THRU JUN,South Carolina,45,Covid,24.3,SC
2019,JUL THRU SEP,South Carolina,45,Tuberculosis,0.2,SC
2019,JUL THRU SEP,South Carolina,45,Other,5.2,SC
2019,JUL THRU SEP,South Carolina,45,Malaria,3,SC
2019,JUL THRU SEP,South Carolina,45,Viral fever,11.8,SC
2019,JUL THRU SEP,South Carolina,45,Unknown,0.8,SC
2019,JUL THRU SEP,South Carolina,45,Covid,26.4,SC
2019,OCT THRU DEC,South Carolina,45,Tuberculosis,14.6,SC
2019,OCT THRU DEC,South Carolina,45,Other,1.9,SC
2019,OCT THRU DEC,South Carolina,45,Malaria,0.2,SC
2019,OCT THRU DEC,South Carolina,45,Viral fever,19.4,SC
2019,OCT THRU DEC,South Carolina,45,Unknown,1.9,SC
2019,OCT THRU DEC,South Carolina,45,Covid,31.6,SC
2018,JAN THRU MAR,South Carolina,45,Tuberculosis,0.6,SC
2018,JAN THRU MAR,South Carolina,45,Other,5.1,SC
2018,JAN THRU MAR,South Carolina,45,Malaria,2,SC
2018,JAN THRU MAR,South Carolina,45,Viral fever,2.3,SC
2018,JAN THRU MAR,South Carolina,45,Unknown,4.8,SC
2018,JAN THRU MAR,South Carolina,45,Covid,10.7,SC
2018,APR THRU JUN,South Carolina,45,Tuberculosis,1,SC
2018,APR THRU JUN,South Carolina,45,Other,14.3,SC
2018,APR THRU JUN,South Carolina,45,Malaria,35.8,SC
2018,APR THRU JUN,South Carolina,45,Viral fever,36.6,SC
2018,APR THRU JUN,South Carolina,45,Unknown,1.3,SC
2018,APR THRU JUN,South Carolina,45,Covid,51.3,SC
2018,JUL THRU SEP,South Carolina,45,Tuberculosis,0.1,SC
2018,JUL THRU SEP,South Carolina,45,Other,2.6,SC
2018,JUL THRU SEP,South Carolina,45,Malaria,2.6,SC
2018,JUL THRU SEP,South Carolina,45,Viral fever,18.8,SC
2018,JUL THRU SEP,South Carolina,45,Unknown,1.9,SC
2018,JUL THRU SEP,South Carolina,45,Covid,20.4,SC
2018,OCT THRU DEC,South Carolina,45,Tuberculosis,23.3,SC
2018,OCT THRU DEC,South Carolina,45,Other,25.9,SC
2018,OCT THRU DEC,South Carolina,45,Malaria,24.6,SC
2018,OCT THRU DEC,South Carolina,45,Viral fever,27.1,SC
2018,OCT THRU DEC,South Carolina,45,Unknown,1.9,SC
2018,OCT THRU DEC,South Carolina,45,Covid,29,SC
2017,JAN THRU MAR,South Carolina,45,Tuberculosis,0.2,SC
2017,JAN THRU MAR,South Carolina,45,Other,3.6,SC
2017,JAN THRU MAR,South Carolina,45,Malaria,0.3,SC
2017,JAN THRU MAR,South Carolina,45,Viral fever,2.3,SC
2017,JAN THRU MAR,South Carolina,45,Unknown,2.9,SC
2017,JAN THRU MAR,South Carolina,45,Covid,10.5,SC
2017,APR THRU JUN,South Carolina,45,Tuberculosis,0.5,SC
2017,APR THRU JUN,South Carolina,45,Other,3.7,SC
2017,APR THRU JUN,South Carolina,45,Malaria,1.4,SC
2017,APR THRU JUN,South Carolina,45,Viral fever,5.4,SC
2017,APR THRU JUN,South Carolina,45,Unknown,0.7,SC
2017,APR THRU JUN,South Carolina,45,Covid,29.9,SC
2017,JUL THRU SEP,South Carolina,45,Tuberculosis,18.3,SC
2017,JUL THRU SEP,South Carolina,45,Other,3.9,SC
2017,JUL THRU SEP,South Carolina,45,Malaria,14.7,SC
2017,JUL THRU SEP,South Carolina,45,Viral fever,31,SC
2017,JUL THRU SEP,South Carolina,45,Unknown,3,SC
2017,JUL THRU SEP,South Carolina,45,Covid,58.4,SC
2017,OCT THRU DEC,South Carolina,45,Tuberculosis,0.4,SC
2017,OCT THRU DEC,South Carolina,45,Other,5.8,SC
2017,OCT THRU DEC,South Carolina,45,Malaria,1.7,SC
2017,OCT THRU DEC,South Carolina,45,Viral fever,2.9,SC
2017,OCT THRU DEC,South Carolina,45,Unknown,0,SC
2017,OCT THRU DEC,South Carolina,45,Covid,14.2,SC
2021,JAN THRU MAR,South Dakota,46,Tuberculosis,0,SD
2021,JAN THRU MAR,South Dakota,46,Other,0.8,SD
2021,JAN THRU MAR,South Dakota,46,Malaria,2.5,SD
2021,JAN THRU MAR,South Dakota,46,Viral fever,0,SD
2021,JAN THRU MAR,South Dakota,46,Unknown,2.2,SD
2021,JAN THRU MAR,South Dakota,46,Covid,0.8,SD
2020,JAN THRU MAR,South Dakota,46,Tuberculosis,0,SD
2020,JAN THRU MAR,South Dakota,46,Other,0.5,SD
2020,JAN THRU MAR,South Dakota,46,Malaria,0,SD
2020,JAN THRU MAR,South Dakota,46,Viral fever,0.1,SD
2020,JAN THRU MAR,South Dakota,46,Unknown,0.1,SD
2020,JAN THRU MAR,South Dakota,46,Covid,4.4,SD
2020,APR THRU JUN,South Dakota,46,Tuberculosis,7.3,SD
2020,APR THRU JUN,South Dakota,46,Other,37.5,SD
2020,APR THRU JUN,South Dakota,46,Malaria,3.8,SD
2020,APR THRU JUN,South Dakota,46,Viral fever,40.4,SD
2020,APR THRU JUN,South Dakota,46,Unknown,0,SD
2020,APR THRU JUN,South Dakota,46,Covid,55.1,SD
2020,JUL THRU SEP,South Dakota,46,Tuberculosis,3.3,SD
2020,JUL THRU SEP,South Dakota,46,Other,45,SD
2020,JUL THRU SEP,South Dakota,46,Malaria,8.5,SD
2020,JUL THRU SEP,South Dakota,46,Viral fever,32.9,SD
2020,JUL THRU SEP,South Dakota,46,Unknown,1.6,SD
2020,JUL THRU SEP,South Dakota,46,Covid,54.7,SD
2020,OCT THRU DEC,South Dakota,46,Tuberculosis,7,SD
2020,OCT THRU DEC,South Dakota,46,Other,2.1,SD
2020,OCT THRU DEC,South Dakota,46,Malaria,1.6,SD
2020,OCT THRU DEC,South Dakota,46,Viral fever,1.3,SD
2020,OCT THRU DEC,South Dakota,46,Unknown,2.5,SD
2020,OCT THRU DEC,South Dakota,46,Covid,12.8,SD
2019,JAN THRU MAR,South Dakota,46,Tuberculosis,0,SD
2019,JAN THRU MAR,South Dakota,46,Other,0.2,SD
2019,JAN THRU MAR,South Dakota,46,Malaria,0,SD
2019,JAN THRU MAR,South Dakota,46,Viral fever,0,SD
2019,JAN THRU MAR,South Dakota,46,Unknown,0.3,SD
2019,JAN THRU MAR,South Dakota,46,Covid,2.9,SD
2019,APR THRU JUN,South Dakota,46,Tuberculosis,1,SD
2019,APR THRU JUN,South Dakota,46,Other,5,SD
2019,APR THRU JUN,South Dakota,46,Malaria,6.4,SD
2019,APR THRU JUN,South Dakota,46,Viral fever,1.4,SD
2019,APR THRU JUN,South Dakota,46,Unknown,3.6,SD
2019,APR THRU JUN,South Dakota,46,Covid,8.7,SD
2019,JUL THRU SEP,South Dakota,46,Tuberculosis,5,SD
2019,JUL THRU SEP,South Dakota,46,Other,27,SD
2019,JUL THRU SEP,South Dakota,46,Malaria,10.1,SD
2019,JUL THRU SEP,South Dakota,46,Viral fever,13.4,SD
2019,JUL THRU SEP,South Dakota,46,Unknown,2.5,SD
2019,JUL THRU SEP,South Dakota,46,Covid,47.4,SD
2019,OCT THRU DEC,South Dakota,46,Tuberculosis,4.1,SD
2019,OCT THRU DEC,South Dakota,46,Other,7.5,SD
2019,OCT THRU DEC,South Dakota,46,Malaria,4.4,SD
2019,OCT THRU DEC,South Dakota,46,Viral fever,0.1,SD
2019,OCT THRU DEC,South Dakota,46,Unknown,2.7,SD
2019,OCT THRU DEC,South Dakota,46,Covid,17.3,SD
2018,JAN THRU MAR,South Dakota,46,Tuberculosis,0,SD
2018,JAN THRU MAR,South Dakota,46,Other,0.5,SD
2018,JAN THRU MAR,South Dakota,46,Malaria,0,SD
2018,JAN THRU MAR,South Dakota,46,Viral fever,0,SD
2018,JAN THRU MAR,South Dakota,46,Unknown,0.3,SD
2018,JAN THRU MAR,South Dakota,46,Covid,0.2,SD
2018,APR THRU JUN,South Dakota,46,Tuberculosis,1.7,SD
2018,APR THRU JUN,South Dakota,46,Other,15.4,SD
2018,APR THRU JUN,South Dakota,46,Malaria,5.1,SD
2018,APR THRU JUN,South Dakota,46,Viral fever,6.6,SD
2018,APR THRU JUN,South Dakota,46,Unknown,0.1,SD
2018,APR THRU JUN,South Dakota,46,Covid,32.4,SD
2018,JUL THRU SEP,South Dakota,46,Tuberculosis,14.2,SD
2018,JUL THRU SEP,South Dakota,46,Other,4.6,SD
2018,JUL THRU SEP,South Dakota,46,Malaria,22.7,SD
2018,JUL THRU SEP,South Dakota,46,Viral fever,19.5,SD
2018,JUL THRU SEP,South Dakota,46,Unknown,2.8,SD
2018,JUL THRU SEP,South Dakota,46,Covid,48.8,SD
2018,OCT THRU DEC,South Dakota,46,Tuberculosis,0.3,SD
2018,OCT THRU DEC,South Dakota,46,Other,1,SD
2018,OCT THRU DEC,South Dakota,46,Malaria,6,SD
2018,OCT THRU DEC,South Dakota,46,Viral fever,5.3,SD
2018,OCT THRU DEC,South Dakota,46,Unknown,0.3,SD
2018,OCT THRU DEC,South Dakota,46,Covid,48.9,SD
2017,JAN THRU MAR,South Dakota,46,Tuberculosis,0.3,SD
2017,JAN THRU MAR,South Dakota,46,Other,1.2,SD
2017,JAN THRU MAR,South Dakota,46,Malaria,0.5,SD
2017,JAN THRU MAR,South Dakota,46,Viral fever,0.9,SD
2017,JAN THRU MAR,South Dakota,46,Unknown,1.8,SD
2017,JAN THRU MAR,South Dakota,46,Covid,1.2,SD
2017,APR THRU JUN,South Dakota,46,Tuberculosis,1.8,SD
2017,APR THRU JUN,South Dakota,46,Other,1.4,SD
2017,APR THRU JUN,South Dakota,46,Malaria,2,SD
2017,APR THRU JUN,South Dakota,46,Viral fever,11.1,SD
2017,APR THRU JUN,South Dakota,46,Unknown,1.5,SD
2017,APR THRU JUN,South Dakota,46,Covid,9.8,SD
2017,JUL THRU SEP,South Dakota,46,Tuberculosis,2,SD
2017,JUL THRU SEP,South Dakota,46,Other,1.9,SD
2017,JUL THRU SEP,South Dakota,46,Malaria,7.1,SD
2017,JUL THRU SEP,South Dakota,46,Viral fever,7.3,SD
2017,JUL THRU SEP,South Dakota,46,Unknown,5.7,SD
2017,JUL THRU SEP,South Dakota,46,Covid,22,SD
2017,OCT THRU DEC,South Dakota,46,Tuberculosis,1.9,SD
2017,OCT THRU DEC,South Dakota,46,Other,2.4,SD
2017,OCT THRU DEC,South Dakota,46,Malaria,7.1,SD
2017,OCT THRU DEC,South Dakota,46,Viral fever,3,SD
2017,OCT THRU DEC,South Dakota,46,Unknown,4.1,SD
2017,OCT THRU DEC,South Dakota,46,Covid,16.8,SD
2021,JAN THRU MAR,Tennessee,47,Tuberculosis,5.1,TN
2021,JAN THRU MAR,Tennessee,47,Other,7.7,TN
2021,JAN THRU MAR,Tennessee,47,Malaria,0.9,TN
2021,JAN THRU MAR,Tennessee,47,Viral fever,23.6,TN
2021,JAN THRU MAR,Tennessee,47,Unknown,7.1,TN
2021,JAN THRU MAR,Tennessee,47,Covid,62.8,TN
2020,JAN THRU MAR,Tennessee,47,Tuberculosis,2.3,TN
2020,JAN THRU MAR,Tennessee,47,Other,13.2,TN
2020,JAN THRU MAR,Tennessee,47,Malaria,3,TN
2020,JAN THRU MAR,Tennessee,47,Viral fever,20.4,TN
2020,JAN THRU MAR,Tennessee,47,Unknown,19.7,TN
2020,JAN THRU MAR,Tennessee,47,Covid,29.2,TN
2020,APR THRU JUN,Tennessee,47,Tuberculosis,3,TN
2020,APR THRU JUN,Tennessee,47,Other,6.2,TN
2020,APR THRU JUN,Tennessee,47,Malaria,3.4,TN
2020,APR THRU JUN,Tennessee,47,Viral fever,22.9,TN
2020,APR THRU JUN,Tennessee,47,Unknown,2.5,TN
2020,APR THRU JUN,Tennessee,47,Covid,30,TN
2020,JUL THRU SEP,Tennessee,47,Tuberculosis,0.7,TN
2020,JUL THRU SEP,Tennessee,47,Other,5.6,TN
2020,JUL THRU SEP,Tennessee,47,Malaria,13.2,TN
2020,JUL THRU SEP,Tennessee,47,Viral fever,53.2,TN
2020,JUL THRU SEP,Tennessee,47,Unknown,2.1,TN
2020,JUL THRU SEP,Tennessee,47,Covid,70.6,TN
2020,OCT THRU DEC,Tennessee,47,Tuberculosis,1.9,TN
2020,OCT THRU DEC,Tennessee,47,Other,9.1,TN
2020,OCT THRU DEC,Tennessee,47,Malaria,11.4,TN
2020,OCT THRU DEC,Tennessee,47,Viral fever,20.8,TN
2020,OCT THRU DEC,Tennessee,47,Unknown,5.1,TN
2020,OCT THRU DEC,Tennessee,47,Covid,49.8,TN
2019,JAN THRU MAR,Tennessee,47,Tuberculosis,0.9,TN
2019,JAN THRU MAR,Tennessee,47,Other,8.1,TN
2019,JAN THRU MAR,Tennessee,47,Malaria,2.4,TN
2019,JAN THRU MAR,Tennessee,47,Viral fever,12.6,TN
2019,JAN THRU MAR,Tennessee,47,Unknown,7,TN
2019,JAN THRU MAR,Tennessee,47,Covid,28.6,TN
2019,APR THRU JUN,Tennessee,47,Tuberculosis,1,TN
2019,APR THRU JUN,Tennessee,47,Other,10.6,TN
2019,APR THRU JUN,Tennessee,47,Malaria,3.1,TN
2019,APR THRU JUN,Tennessee,47,Viral fever,25.5,TN
2019,APR THRU JUN,Tennessee,47,Unknown,3.9,TN
2019,APR THRU JUN,Tennessee,47,Covid,53.4,TN
2019,JUL THRU SEP,Tennessee,47,Tuberculosis,2.1,TN
2019,JUL THRU SEP,Tennessee,47,Other,5.3,TN
2019,JUL THRU SEP,Tennessee,47,Malaria,6,TN
2019,JUL THRU SEP,Tennessee,47,Viral fever,22.1,TN
2019,JUL THRU SEP,Tennessee,47,Unknown,6.9,TN
2019,JUL THRU SEP,Tennessee,47,Covid,42.8,TN
2019,OCT THRU DEC,Tennessee,47,Tuberculosis,0.2,TN
2019,OCT THRU DEC,Tennessee,47,Other,7.5,TN
2019,OCT THRU DEC,Tennessee,47,Malaria,2,TN
2019,OCT THRU DEC,Tennessee,47,Viral fever,18.9,TN
2019,OCT THRU DEC,Tennessee,47,Unknown,15.3,TN
2019,OCT THRU DEC,Tennessee,47,Covid,22.8,TN
2018,JAN THRU MAR,Tennessee,47,Tuberculosis,0.2,TN
2018,JAN THRU MAR,Tennessee,47,Other,10.1,TN
2018,JAN THRU MAR,Tennessee,47,Malaria,3.7,TN
2018,JAN THRU MAR,Tennessee,47,Viral fever,7.1,TN
2018,JAN THRU MAR,Tennessee,47,Unknown,10.9,TN
2018,JAN THRU MAR,Tennessee,47,Covid,19.7,TN
2018,APR THRU JUN,Tennessee,47,Tuberculosis,0.1,TN
2018,APR THRU JUN,Tennessee,47,Other,9.1,TN
2018,APR THRU JUN,Tennessee,47,Malaria,0.4,TN
2018,APR THRU JUN,Tennessee,47,Viral fever,22.7,TN
2018,APR THRU JUN,Tennessee,47,Unknown,2.6,TN
2018,APR THRU JUN,Tennessee,47,Covid,40.9,TN
2018,JUL THRU SEP,Tennessee,47,Tuberculosis,1.3,TN
2018,JUL THRU SEP,Tennessee,47,Other,6.2,TN
2018,JUL THRU SEP,Tennessee,47,Malaria,2.4,TN
2018,JUL THRU SEP,Tennessee,47,Viral fever,23.1,TN
2018,JUL THRU SEP,Tennessee,47,Unknown,2,TN
2018,JUL THRU SEP,Tennessee,47,Covid,22.5,TN
2018,OCT THRU DEC,Tennessee,47,Tuberculosis,0,TN
2018,OCT THRU DEC,Tennessee,47,Other,2.2,TN
2018,OCT THRU DEC,Tennessee,47,Malaria,1.1,TN
2018,OCT THRU DEC,Tennessee,47,Viral fever,21.6,TN
2018,OCT THRU DEC,Tennessee,47,Unknown,3.1,TN
2018,OCT THRU DEC,Tennessee,47,Covid,19.9,TN
2017,JAN THRU MAR,Tennessee,47,Tuberculosis,0,TN
2017,JAN THRU MAR,Tennessee,47,Other,13,TN
2017,JAN THRU MAR,Tennessee,47,Malaria,0,TN
2017,JAN THRU MAR,Tennessee,47,Viral fever,17.1,TN
2017,JAN THRU MAR,Tennessee,47,Unknown,4.4,TN
2017,JAN THRU MAR,Tennessee,47,Covid,22.2,TN
2017,APR THRU JUN,Tennessee,47,Tuberculosis,1.8,TN
2017,APR THRU JUN,Tennessee,47,Other,2.6,TN
2017,APR THRU JUN,Tennessee,47,Malaria,9.8,TN
2017,APR THRU JUN,Tennessee,47,Viral fever,26.3,TN
2017,APR THRU JUN,Tennessee,47,Unknown,3,TN
2017,APR THRU JUN,Tennessee,47,Covid,47.8,TN
2017,JUL THRU SEP,Tennessee,47,Tuberculosis,0.5,TN
2017,JUL THRU SEP,Tennessee,47,Other,2.2,TN
2017,JUL THRU SEP,Tennessee,47,Malaria,4.8,TN
2017,JUL THRU SEP,Tennessee,47,Viral fever,38.4,TN
2017,JUL THRU SEP,Tennessee,47,Unknown,1,TN
2017,JUL THRU SEP,Tennessee,47,Covid,50.8,TN
2017,OCT THRU DEC,Tennessee,47,Tuberculosis,0,TN
2017,OCT THRU DEC,Tennessee,47,Other,7.1,TN
2017,OCT THRU DEC,Tennessee,47,Malaria,4.6,TN
2017,OCT THRU DEC,Tennessee,47,Viral fever,28.3,TN
2017,OCT THRU DEC,Tennessee,47,Unknown,3.6,TN
2017,OCT THRU DEC,Tennessee,47,Covid,43.6,TN
2021,JAN THRU MAR,Texas,48,Tuberculosis,5.3,TX
2021,JAN THRU MAR,Texas,48,Other,6.9,TX
2021,JAN THRU MAR,Texas,48,Malaria,8.3,TX
2021,JAN THRU MAR,Texas,48,Viral fever,6.5,TX
2021,JAN THRU MAR,Texas,48,Unknown,3,TX
2021,JAN THRU MAR,Texas,48,Covid,26.1,TX
2020,JAN THRU MAR,Texas,48,Tuberculosis,4.8,TX
2020,JAN THRU MAR,Texas,48,Other,1.7,TX
2020,JAN THRU MAR,Texas,48,Malaria,0.2,TX
2020,JAN THRU MAR,Texas,48,Viral fever,10.1,TX
2020,JAN THRU MAR,Texas,48,Unknown,10.3,TX
2020,JAN THRU MAR,Texas,48,Covid,21.5,TX
2020,APR THRU JUN,Texas,48,Tuberculosis,8.1,TX
2020,APR THRU JUN,Texas,48,Other,8.5,TX
2020,APR THRU JUN,Texas,48,Malaria,4.5,TX
2020,APR THRU JUN,Texas,48,Viral fever,17.7,TX
2020,APR THRU JUN,Texas,48,Unknown,14.6,TX
2020,APR THRU JUN,Texas,48,Covid,26.5,TX
2020,JUL THRU SEP,Texas,48,Tuberculosis,0.4,TX
2020,JUL THRU SEP,Texas,48,Other,2.8,TX
2020,JUL THRU SEP,Texas,48,Malaria,6.2,TX
2020,JUL THRU SEP,Texas,48,Viral fever,4.4,TX
2020,JUL THRU SEP,Texas,48,Unknown,0.9,TX
2020,JUL THRU SEP,Texas,48,Covid,18.8,TX
2020,OCT THRU DEC,Texas,48,Tuberculosis,5.5,TX
2020,OCT THRU DEC,Texas,48,Other,6.2,TX
2020,OCT THRU DEC,Texas,48,Malaria,3,TX
2020,OCT THRU DEC,Texas,48,Viral fever,18.5,TX
2020,OCT THRU DEC,Texas,48,Unknown,3.7,TX
2020,OCT THRU DEC,Texas,48,Covid,18.6,TX
2019,JAN THRU MAR,Texas,48,Tuberculosis,2,TX
2019,JAN THRU MAR,Texas,48,Other,3.5,TX
2019,JAN THRU MAR,Texas,48,Malaria,5.1,TX
2019,JAN THRU MAR,Texas,48,Viral fever,22.5,TX
2019,JAN THRU MAR,Texas,48,Unknown,3.6,TX
2019,JAN THRU MAR,Texas,48,Covid,36.2,TX
2019,APR THRU JUN,Texas,48,Tuberculosis,1.5,TX
2019,APR THRU JUN,Texas,48,Other,2.8,TX
2019,APR THRU JUN,Texas,48,Malaria,12.4,TX
2019,APR THRU JUN,Texas,48,Viral fever,16.8,TX
2019,APR THRU JUN,Texas,48,Unknown,1.4,TX
2019,APR THRU JUN,Texas,48,Covid,28.7,TX
2019,JUL THRU SEP,Texas,48,Tuberculosis,0.1,TX
2019,JUL THRU SEP,Texas,48,Other,18.3,TX
2019,JUL THRU SEP,Texas,48,Malaria,24,TX
2019,JUL THRU SEP,Texas,48,Viral fever,23,TX
2019,JUL THRU SEP,Texas,48,Unknown,1.5,TX
2019,JUL THRU SEP,Texas,48,Covid,33.7,TX
2019,OCT THRU DEC,Texas,48,Tuberculosis,7.1,TX
2019,OCT THRU DEC,Texas,48,Other,3.8,TX
2019,OCT THRU DEC,Texas,48,Malaria,2.9,TX
2019,OCT THRU DEC,Texas,48,Viral fever,21.4,TX
2019,OCT THRU DEC,Texas,48,Unknown,5.2,TX
2019,OCT THRU DEC,Texas,48,Covid,33.9,TX
2018,JAN THRU MAR,Texas,48,Tuberculosis,2.3,TX
2018,JAN THRU MAR,Texas,48,Other,3.7,TX
2018,JAN THRU MAR,Texas,48,Malaria,9.4,TX
2018,JAN THRU MAR,Texas,48,Viral fever,9.8,TX
2018,JAN THRU MAR,Texas,48,Unknown,2.5,TX
2018,JAN THRU MAR,Texas,48,Covid,19.4,TX
2018,APR THRU JUN,Texas,48,Tuberculosis,7.5,TX
2018,APR THRU JUN,Texas,48,Other,7.4,TX
2018,APR THRU JUN,Texas,48,Malaria,2.4,TX
2018,APR THRU JUN,Texas,48,Viral fever,9,TX
2018,APR THRU JUN,Texas,48,Unknown,3.7,TX
2018,APR THRU JUN,Texas,48,Covid,26.1,TX
2018,JUL THRU SEP,Texas,48,Tuberculosis,1.7,TX
2018,JUL THRU SEP,Texas,48,Other,3.7,TX
2018,JUL THRU SEP,Texas,48,Malaria,31.4,TX
2018,JUL THRU SEP,Texas,48,Viral fever,11.4,TX
2018,JUL THRU SEP,Texas,48,Unknown,4.1,TX
2018,JUL THRU SEP,Texas,48,Covid,47.2,TX
2018,OCT THRU DEC,Texas,48,Tuberculosis,3.2,TX
2018,OCT THRU DEC,Texas,48,Other,2.8,TX
2018,OCT THRU DEC,Texas,48,Malaria,3.6,TX
2018,OCT THRU DEC,Texas,48,Viral fever,17.5,TX
2018,OCT THRU DEC,Texas,48,Unknown,1.4,TX
2018,OCT THRU DEC,Texas,48,Covid,33.1,TX
2017,JAN THRU MAR,Texas,48,Tuberculosis,5,TX
2017,JAN THRU MAR,Texas,48,Other,2.3,TX
2017,JAN THRU MAR,Texas,48,Malaria,11.1,TX
2017,JAN THRU MAR,Texas,48,Viral fever,12.2,TX
2017,JAN THRU MAR,Texas,48,Unknown,6.2,TX
2017,JAN THRU MAR,Texas,48,Covid,21.5,TX
2017,APR THRU JUN,Texas,48,Tuberculosis,2.5,TX
2017,APR THRU JUN,Texas,48,Other,7.4,TX
2017,APR THRU JUN,Texas,48,Malaria,6.6,TX
2017,APR THRU JUN,Texas,48,Viral fever,22.9,TX
2017,APR THRU JUN,Texas,48,Unknown,3,TX
2017,APR THRU JUN,Texas,48,Covid,19.3,TX
2017,JUL THRU SEP,Texas,48,Tuberculosis,1.3,TX
2017,JUL THRU SEP,Texas,48,Other,4.7,TX
2017,JUL THRU SEP,Texas,48,Malaria,19.4,TX
2017,JUL THRU SEP,Texas,48,Viral fever,26,TX
2017,JUL THRU SEP,Texas,48,Unknown,5.2,TX
2017,JUL THRU SEP,Texas,48,Covid,30.7,TX
2017,OCT THRU DEC,Texas,48,Tuberculosis,2.7,TX
2017,OCT THRU DEC,Texas,48,Other,2.2,TX
2017,OCT THRU DEC,Texas,48,Malaria,5.4,TX
2017,OCT THRU DEC,Texas,48,Viral fever,8.7,TX
2017,OCT THRU DEC,Texas,48,Unknown,8,TX
2017,OCT THRU DEC,Texas,48,Covid,20.9,TX
2021,JAN THRU MAR,Utah,49,Tuberculosis,0.1,UT
2021,JAN THRU MAR,Utah,49,Other,0.3,UT
2021,JAN THRU MAR,Utah,49,Malaria,0,UT
2021,JAN THRU MAR,Utah,49,Viral fever,0,UT
2021,JAN THRU MAR,Utah,49,Unknown,8.8,UT
2021,JAN THRU MAR,Utah,49,Covid,22.9,UT
2020,JAN THRU MAR,Utah,49,Tuberculosis,0.1,UT
2020,JAN THRU MAR,Utah,49,Other,0.1,UT
2020,JAN THRU MAR,Utah,49,Malaria,0,UT
2020,JAN THRU MAR,Utah,49,Viral fever,0,UT
2020,JAN THRU MAR,Utah,49,Unknown,0.5,UT
2020,JAN THRU MAR,Utah,49,Covid,18.7,UT
2020,APR THRU JUN,Utah,49,Tuberculosis,2,UT
2020,APR THRU JUN,Utah,49,Other,1.4,UT
2020,APR THRU JUN,Utah,49,Malaria,1.7,UT
2020,APR THRU JUN,Utah,49,Viral fever,3.7,UT
2020,APR THRU JUN,Utah,49,Unknown,1.9,UT
2020,APR THRU JUN,Utah,49,Covid,43.5,UT
2020,JUL THRU SEP,Utah,49,Tuberculosis,0.1,UT
2020,JUL THRU SEP,Utah,49,Other,1,UT
2020,JUL THRU SEP,Utah,49,Malaria,0.2,UT
2020,JUL THRU SEP,Utah,49,Viral fever,15.5,UT
2020,JUL THRU SEP,Utah,49,Unknown,0.7,UT
2020,JUL THRU SEP,Utah,49,Covid,34,UT
2020,OCT THRU DEC,Utah,49,Tuberculosis,5.5,UT
2020,OCT THRU DEC,Utah,49,Other,6.5,UT
2020,OCT THRU DEC,Utah,49,Malaria,8,UT
2020,OCT THRU DEC,Utah,49,Viral fever,9.8,UT
2020,OCT THRU DEC,Utah,49,Unknown,4.9,UT
2020,OCT THRU DEC,Utah,49,Covid,48,UT
2019,JAN THRU MAR,Utah,49,Tuberculosis,0.1,UT
2019,JAN THRU MAR,Utah,49,Other,2,UT
2019,JAN THRU MAR,Utah,49,Malaria,0,UT
2019,JAN THRU MAR,Utah,49,Viral fever,0,UT
2019,JAN THRU MAR,Utah,49,Unknown,0.3,UT
2019,JAN THRU MAR,Utah,49,Covid,38.7,UT
2019,APR THRU JUN,Utah,49,Tuberculosis,0.3,UT
2019,APR THRU JUN,Utah,49,Other,12.6,UT
2019,APR THRU JUN,Utah,49,Malaria,0.1,UT
2019,APR THRU JUN,Utah,49,Viral fever,1.3,UT
